Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.051,1.155,0.495,0.4986
knnu mmr,0.000,1.633,0.952,1.155,0.521,0.0371
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.633,1.022,1.049,0.364,0.4007
knni mmr,0.000,1.548,0.902,1.000,0.461,0.0266
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.155,0.615,0.556,0.330,0.4296
svd mmr,0.118,1.268,0.735,0.818,0.332,0.3913
