Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.235,0.234,0.023,0.9701
knnu mmr,25,0.187,0.184,0.014,0.0768
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.234,0.229,0.020,0.0354
knni mmr,29,0.189,0.191,0.016,0.3317
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.251,0.248,0.027,0.1934
svd mmr,27,0.250,0.248,0.029,0.2431
