Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,0.980,1.064,0.526,0.3256
knnu mmr,0.000,1.549,0.976,1.155,0.448,0.0209
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.633,0.979,1.049,0.386,0.2912
knni mmr,0.000,2.000,0.891,0.816,0.526,0.4464
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.549,0.663,0.593,0.379,0.7038
svd mmr,0.093,1.268,0.734,0.832,0.340,0.2546
