Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.219,0.645,2.602,0.0000
knnu mmr,19,0.266,0.091,0.408,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.679,0.546,0.596,0.0044
knni mmr,22,0.254,0.286,0.154,0.3404
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.520,0.366,0.434,0.0010
svd mmr,19,0.239,0.203,0.176,0.0810
