Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,24,1.047,0.471,2.189,0.0000
knnu mmr,18,0.257,0.079,0.524,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,25,0.571,0.365,0.466,0.0131
knni mmr,20,0.270,0.243,0.195,0.2657
svd,25,1.354,1.014,0.812,0.0388
svd td,23,0.429,0.318,0.391,0.0001
svd mmr,19,0.256,0.204,0.180,0.0509
