Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,1.954,1.024,1.095,0.460,0.9922
knnu mmr,0.000,1.512,0.908,1.025,0.501,0.0242
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.633,0.994,1.049,0.421,0.0872
knni mmr,0.000,1.673,0.837,0.894,0.505,0.0940
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.432,0.673,0.700,0.356,0.8732
svd mmr,0.093,1.268,0.727,0.809,0.330,0.4740
