Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.171,0.648,2.415,0.0000
knnu mmr,16,0.275,0.108,0.491,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.673,0.523,0.596,0.0028
knni mmr,22,0.209,0.143,0.159,0.0016
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.511,0.365,0.409,0.0006
svd mmr,19,0.246,0.204,0.180,0.1317
