Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.086,0.497,2.411,0.0000
knnu mmr,18,0.289,0.093,0.544,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.535,0.418,0.473,0.0043
knni mmr,21,0.252,0.187,0.186,0.0587
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.410,0.240,0.414,0.0000
svd mmr,19,0.244,0.203,0.179,0.1436
