Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.205,0.640,2.496,0.0000
knnu mmr,17,0.266,0.119,0.427,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.680,0.546,0.599,0.0034
knni mmr,22,0.247,0.191,0.151,0.3302
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.531,0.414,0.417,0.0018
svd mmr,19,0.245,0.203,0.179,0.1524
