Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.218,0.648,2.488,0.0000
knnu mmr,16,0.296,0.128,0.526,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.671,0.470,0.595,0.0042
knni mmr,20,0.229,0.211,0.165,0.1956
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.515,0.364,0.406,0.0018
svd mmr,19,0.247,0.224,0.176,0.2834
