Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.226,0.226,0.020,0.9901
knnu mmr,25,0.184,0.184,0.013,0.7415
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.235,0.231,0.021,0.3574
knni mmr,29,0.188,0.189,0.016,0.4727
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.246,0.242,0.025,0.0617
svd mmr,27,0.250,0.247,0.027,0.5829
