Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.234,0.235,0.020,0.7602
knnu mmr,25,0.175,0.174,0.015,0.3077
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.236,0.235,0.025,0.0553
knni mmr,29,0.175,0.174,0.014,0.0191
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.247,0.245,0.023,0.6633
svd mmr,27,0.252,0.245,0.029,0.2131
