Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.014,1.000,0.487,0.4715
knnu mmr,0.000,1.549,0.977,1.077,0.436,0.0307
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.193,1.595,1.021,1.072,0.341,0.3284
knni mmr,0.000,1.490,0.857,0.894,0.502,0.0212
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.179,0.605,0.678,0.357,0.1285
svd mmr,0.093,1.268,0.732,0.818,0.332,0.3776
