Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.015,1.000,0.475,0.5964
knnu mmr,0.000,1.633,0.943,0.914,0.448,0.1281
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.015,1.069,0.357,0.2980
knni mmr,0.000,1.306,0.793,0.894,0.382,0.0031
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.155,0.655,0.688,0.317,0.5503
svd mmr,0.118,1.268,0.735,0.809,0.334,0.3874
