Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.096,0.509,2.309,0.0000
knnu mmr,18,0.305,0.133,0.477,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.613,0.454,0.543,0.0027
knni mmr,22,0.217,0.139,0.191,0.0242
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.538,0.412,0.421,0.0091
svd mmr,19,0.248,0.224,0.187,0.0292
