Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,0.963,1.101,0.527,0.3406
knnu mmr,0.000,1.633,0.819,0.816,0.565,0.0934
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.633,0.976,1.022,0.367,0.3982
knni mmr,0.000,1.658,0.945,1.089,0.498,0.0438
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.155,0.662,0.695,0.318,0.5686
svd mmr,0.118,1.268,0.735,0.818,0.332,0.3953
