Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.207,0.561,2.581,0.0000
knnu mmr,19,0.262,0.091,0.469,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.678,0.523,0.598,0.0035
knni mmr,22,0.272,0.217,0.186,0.0536
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.503,0.360,0.369,0.0044
svd mmr,19,0.234,0.189,0.192,0.0770
