Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.024,1.069,0.482,0.6811
knnu mmr,0.000,1.789,0.857,0.858,0.531,0.3277
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.011,1.069,0.359,0.2095
knni mmr,0.000,1.548,0.758,0.919,0.510,0.0243
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.247,0.662,0.738,0.337,0.4721
svd mmr,0.093,1.268,0.722,0.809,0.333,0.5704
