Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.193,0.620,2.495,0.0000
knnu mmr,18,0.288,0.133,0.454,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.646,0.470,0.571,0.0026
knni mmr,21,0.286,0.287,0.191,0.1920
svd,25,1.354,1.014,0.812,0.0388
svd td,23,0.520,0.367,0.456,0.0002
svd mmr,19,0.235,0.187,0.178,0.0663
