Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.224,0.225,0.021,0.9349
knnu mmr,25,0.184,0.181,0.015,0.8904
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.225,0.225,0.023,0.3129
knni mmr,29,0.185,0.185,0.017,0.8861
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.241,0.239,0.023,0.7281
svd mmr,27,0.251,0.247,0.028,0.4884
