Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.231,0.231,0.022,0.8908
knnu mmr,25,0.185,0.184,0.017,0.0895
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.237,0.232,0.026,0.5472
knni mmr,29,0.184,0.183,0.016,0.9574
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.252,0.252,0.022,0.1743
svd mmr,27,0.251,0.247,0.030,0.2656
