Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.207,0.629,2.529,0.0000
knnu mmr,16,0.336,0.144,0.551,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.657,0.523,0.581,0.0025
knni mmr,20,0.275,0.235,0.191,0.1787
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.497,0.366,0.385,0.0009
svd mmr,19,0.245,0.203,0.182,0.1348
