Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.241,0.645,2.544,0.0000
knnu mmr,19,0.305,0.133,0.476,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.682,0.523,0.596,0.0054
knni mmr,21,0.280,0.264,0.151,0.5887
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.522,0.372,0.405,0.0022
svd mmr,19,0.242,0.224,0.181,0.4007
