Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.023,1.000,0.479,0.6487
knnu mmr,0.000,2.000,0.945,0.894,0.529,0.7308
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.009,1.049,0.356,0.2928
knni mmr,0.000,1.595,0.739,0.791,0.558,0.0213
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.549,0.696,0.763,0.380,0.8517
svd mmr,0.093,1.268,0.729,0.803,0.329,0.6017
