Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.154,0.620,2.470,0.0000
knnu mmr,17,0.303,0.133,0.524,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.674,0.523,0.581,0.0052
knni mmr,21,0.266,0.203,0.193,0.0658
svd,25,1.354,1.014,0.812,0.0388
svd td,23,0.495,0.333,0.383,0.0027
svd mmr,19,0.238,0.189,0.180,0.0859
