Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.012,1.134,0.481,0.7303
knnu mmr,0.000,1.549,0.818,1.109,0.528,0.0101
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.673,0.987,1.049,0.371,0.7603
knni mmr,0.000,1.449,0.816,0.867,0.468,0.0256
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.175,0.677,0.685,0.341,0.5092
svd mmr,0.093,1.268,0.728,0.789,0.332,0.5139
