Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.107,0.608,2.299,0.0000
knnu mmr,17,0.290,0.113,0.472,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.616,0.418,0.544,0.0031
knni mmr,20,0.276,0.217,0.216,0.0460
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.499,0.366,0.398,0.0011
svd mmr,19,0.243,0.204,0.180,0.1394
