Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.022,1.069,0.483,0.6661
knnu mmr,0.000,1.633,0.807,0.857,0.529,0.0884
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.020,1.069,0.360,0.2131
knni mmr,0.000,1.633,0.859,1.000,0.522,0.0477
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.155,0.660,0.739,0.326,0.2507
svd mmr,0.118,1.268,0.730,0.809,0.331,0.4165
