Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,24,1.201,0.637,2.460,0.0000
knnu mmr,16,0.288,0.100,0.529,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.650,0.546,0.588,0.0037
knni mmr,21,0.304,0.252,0.223,0.1130
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.510,0.350,0.402,0.0033
svd mmr,19,0.248,0.203,0.190,0.0356
