user_id,algorithm,gh_user,n_sessions_valid,gh_session_std
8,knni,0.4781994047619047,2,0.33282421858527517
9,knni,0.16666666666666666,1,0.0
10,knni,0.5983333333333334,1,0.0
11,knni,0.753155410312273,3,0.27663835691765093
12,knni,0.24233333333333335,5,0.4544709989525062
13,knni,0.4486728395061729,3,0.19151332059719423
14,knni,0.2612244897959184,3,0.09180334490012454
16,svd,0.20833333333333331,1,0.0
21,knni,0.0,1,0.0
29,knnu,0.7283068783068782,1,0.0
30,knni,0.24444444444444446,1,0.0
31,svd,0.7755555555555556,1,0.0
32,knnu td,0.2988095238095238,1,0.0
37,svd mmr,0.0,1,0.0
39,knni,0.05,1,0.0
42,knni td,0.0,1,0.0
44,knnu mmr,0.125,1,0.0
47,knnu,0.0,1,0.0
50,knnu td,0.0625,1,0.0
52,svd td,0.18055555555555552,2,0.01964185503295964
53,knnu mmr,0.1,1,0.0
56,knnu,0.18333333333333332,2,0.2592724864350674
57,knni,0.1722222222222222,1,0.0
67,svd,1.2908333333333333,1,0.0
78,knni td,0.23958333333333331,2,0.0677643998637108
81,knni mmr,0.16666666666666666,1,0.0
84,knni,0.6513888888888889,1,0.0
87,knni td,0.05,1,0.0
92,knnu,0.15857142857142859,1,0.0
100,svd mmr,0.09953703703703703,1,0.0
101,knnu,0.3625,1,0.0
102,knni,0.12755102040816327,1,0.0
103,svd,0.5773809523809524,1,0.0
106,svd td,0.2714285714285714,1,0.0
108,knni mmr,0.08928571428571429,1,0.0
111,svd mmr,0.03888888888888888,3,0.06735753140545633
130,knnu,1.0551124338624336,3,0.11812968583166202
132,knni,0.10666666666666666,1,0.0
134,knnu td,0.5363095238095238,1,0.0
135,knni td,0.6195238095238095,1,0.0
136,svd td,0.05787037037037037,3,0.05570004359035169
137,knnu mmr,0.1111111111111111,1,0.0
139,svd mmr,0.125,1,0.0
140,knnu,0.8979280045351473,3,0.18713412602572815
141,knni,0.2952380952380952,1,0.0
142,svd,0.6604232804232805,2,0.4231042639385538
143,knnu td,0.6653679653679654,1,0.0
145,svd td,0.40625,1,0.0
147,knni mmr,0.0,2,0.0
148,svd mmr,0.34553571428571433,1,0.0
149,knnu,0.6391666666666667,2,0.015320646925708647
151,svd,0.6683333333333333,1,0.0
152,knnu td,0.45714285714285713,1,0.0
153,knni td,0.46878720238095234,2,0.5686843153158774
154,svd td,0.2005044492544492,5,0.27775292901244836
155,knnu mmr,0.0,1,0.0
156,knni mmr,0.07555555555555556,3,0.08036951697788945
157,svd mmr,0.2833333333333333,1,0.0
159,knni,0.906984126984127,1,0.0
160,svd,0.5013227513227513,1,0.0
161,knnu td,0.1,4,0.12247448713915891
162,knni td,0.1488095238095238,1,0.0
163,svd td,0.3710034013605442,2,0.0022046980139036436
164,knnu mmr,0.3190476190476191,1,0.0
165,knni mmr,0.07333333333333333,1,0.0
166,svd mmr,0.1287037037037037,4,0.08844410323155226
167,knnu,0.0,1,0.0
169,svd,0.8708228905597327,1,0.0
170,knnu td,0.6697590187590187,5,0.32744855106702647
175,svd mmr,0.05,1,0.0
177,knni,0.08333333333333333,1,0.0
178,svd,0.3348605098605099,3,0.422927922640253
180,knni td,0.35224867724867726,2,0.3410200164293852
181,svd td,0.17333333333333334,1,0.0
183,knni mmr,0.11199294532627865,1,0.0
185,knnu,1.0594742063492064,4,0.2470139723610229
186,knni,0.4676499118165785,3,0.12001190470601804
187,svd,1.2119047619047618,1,0.0
188,knnu td,0.0,1,0.0
189,knni td,0.3974251443001443,2,0.061176725756877284
190,svd td,0.14523809523809522,2,0.20539768405894948
191,knnu mmr,0.16269841269841268,1,0.0
193,svd mmr,0.16241496598639454,1,0.0
196,svd,1.0111330409356725,2,0.12449834745364902
197,knnu td,0.6200925925925926,2,0.18555005721135887
198,knni td,0.3085034013605442,1,0.0
200,knnu mmr,0.04,1,0.0
201,knni mmr,0.12828924162257493,2,0.054149164795625905
202,svd mmr,0.3836734693877552,1,0.0
203,knnu,0.8980902777777777,1,0.0
204,knni,0.08333333333333333,1,0.0
205,svd,0.7116815476190477,1,0.0
207,knni td,0.26212522045855374,1,0.0
208,svd td,0.35961640211640206,3,0.07660488256690809
210,knni mmr,0.1125,1,0.0
211,svd mmr,0.03333333333333333,1,0.0
213,knni,0.9169065656565656,2,0.02306770065753945
215,knnu td,0.38611111111111107,1,0.0
216,knni td,0.30235890652557323,2,0.26260848403590353
218,knnu mmr,0.19047619047619047,1,0.0
219,knni mmr,0.0,1,0.0
221,knnu,1.1195756673881674,4,0.3931411298730292
222,knni,0.495952380952381,1,0.0
223,svd,1.014424603174603,1,0.0
224,knnu td,0.3949175824175824,2,0.11066350632305949
225,knni td,0.6303601491101491,3,0.012001770393725655
226,svd td,0.3333333333333333,1,0.0
228,knni mmr,0.09166666666666667,2,0.0117851130197758
230,knnu,0.9205889724310776,2,0.03282109671071398
232,svd,0.45595238095238094,1,0.0
233,knnu td,0.047619047619047616,1,0.0
234,knni td,0.8120535714285715,1,0.0
235,svd td,0.6106150793650793,2,0.1876919547363817
236,knnu mmr,0.0,1,0.0
237,knni mmr,0.020833333333333332,2,0.02946278254943948
238,svd mmr,0.30357142857142855,1,0.0
239,knnu,0.7328968253968253,1,0.0
240,knni,0.7745590828924162,1,0.0
241,svd,0.9529761904761905,1,0.0
242,knnu td,0.8508680555555554,1,0.0
247,svd mmr,0.3695767195767196,1,0.0
248,knnu,1.0804761904761904,1,0.0
249,knni,0.3537037037037037,1,0.0
251,knnu td,0.4861621639257695,21,0.2253278363628953
252,knni td,0.06666666666666667,1,0.0
253,svd td,0.35408163265306125,1,0.0
255,knni mmr,0.09166666666666667,3,0.08084240117141804
256,svd mmr,0.08333333333333333,1,0.0
257,knnu,1.1015701659451658,2,0.10628666918581994
260,knnu td,0.6289965986394558,1,0.0
261,knni td,0.45537918871252203,3,0.08886254149917372
262,svd td,0.2491284013605442,2,0.021856574401471946
263,knnu mmr,0.09126984126984126,1,0.0
264,knni mmr,0.12944444444444445,3,0.009179284245476827
266,knnu,0.1,1,0.0
267,knni,0.7924999999999999,1,0.0
268,svd,0.5760466269841269,4,0.4681827319409439
269,knnu td,0.7297619047619047,1,0.0
270,knni td,0.5761904761904761,1,0.0
271,svd td,0.30413832199546487,1,0.0
276,knni,0.49474969474969477,2,0.44602120044074534
277,svd,0.481012506012506,5,0.1791682451972742
278,knnu td,0.5758658008658009,2,0.13086067054426367
279,knni td,0.9383967223252938,2,0.20895070978383545
280,svd td,0.125,1,0.0
282,knni mmr,0.125,1,0.0
284,knnu,0.6917350193665982,2,0.5063973649181034
286,svd,0.9842460317460318,2,0.009007193522257432
288,knni td,0.3654761904761904,1,0.0
289,svd td,0.5,1,0.0
290,knnu mmr,0.08333333333333333,1,0.0
291,knni mmr,0.08680555555555555,1,0.0
292,svd mmr,0.041666666666666664,2,0.05892556509887896
293,knnu,0.19583333333333333,1,0.0
294,knni,0.5,1,0.0
296,knnu td,0.5608843537414966,1,0.0
297,knni td,0.0625,1,0.0
299,knnu mmr,0.12305952380952379,5,0.07433074148784966
300,knni mmr,0.1506583694083694,1,0.0
301,svd mmr,0.23214285714285712,1,0.0
302,knnu,0.39289682539682536,1,0.0
303,knni,0.4076190476190476,1,0.0
304,svd,1.0743762319742711,2,0.2525473060050148
305,knnu td,0.28214285714285714,1,0.0
306,knni td,0.21666666666666667,1,0.0
307,svd td,0.13829365079365077,2,0.19557675654246967
308,knnu mmr,0.0,1,0.0
309,knni mmr,0.06679894179894179,3,0.08229543889316483
310,svd mmr,0.16329365079365077,1,0.0
313,svd,1.0359523809523807,2,0.08552624877208692
314,knnu td,0.0,1,0.0
315,knni td,0.5020330286996953,3,0.16478308594905358
316,svd td,0.2265873015873016,1,0.0
317,knnu mmr,0.14183673469387756,2,0.012025625530383475
318,knni mmr,0.09730725623582767,2,0.13761324148602141
320,knnu,1.4861706349206352,1,0.0
321,knni,0.16666666666666666,1,0.0
322,svd,1.1008184523809523,1,0.0
324,knni td,0.5889985014985014,2,0.008011757652305107
325,svd td,0.42928571428571427,1,0.0
326,knnu mmr,0.08333333333333333,1,0.0
328,svd mmr,0.2038095238095238,1,0.0
330,knni,0.3792857142857143,2,0.5363910011572239
331,svd,1.0458333333333332,2,0.27170297469164034
332,knnu td,0.7448051948051948,1,0.0
333,knni td,0.2261904761904762,1,0.0
336,knni mmr,0.0,1,0.0
337,svd mmr,0.15277777777777776,1,0.0
338,knnu,0.9207738095238094,1,0.0
339,knni,0.29833333333333334,1,0.0
340,svd,0.9095833333333333,1,0.0
341,knnu td,0.8489177489177488,1,0.0
342,knni td,0.5463203463203463,1,0.0
343,svd td,0.060714285714285714,1,0.0
344,knnu mmr,0.22737622826908543,6,0.09150625080216448
345,knni mmr,0.027777777777777776,1,0.0
347,knnu,0.7475347730798857,7,0.3799056158260433
348,knni,0.9958531746031746,1,0.0
350,knnu td,0.4557178932178932,2,0.2555736955522373
351,knni td,0.29761904761904756,1,0.0
352,svd td,0.42605158730158726,2,0.3264195708548852
353,knnu mmr,0.05,1,0.0
354,knni mmr,0.17705026455026454,2,0.014684624953212693
356,knnu,1.1399422799422798,1,0.0
357,knni,1.3322619047619046,1,0.0
358,svd,1.0508608326371485,3,0.42740874536130014
359,knnu td,0.4958333333333333,1,0.0
360,knni td,0.4695767195767196,1,0.0
361,svd td,0.1111111111111111,1,0.0
362,knnu mmr,0.0,1,0.0
363,knni mmr,0.0343915343915344,3,0.05956788491638996
366,knni,1.0121464646464646,1,0.0
367,svd,1.008174603174603,1,0.0
368,knnu td,0.08833333333333333,3,0.0768656837173347
369,knni td,0.4228395061728395,1,0.0
