d,algorithm,n_seeds,ndcg_mean,ndcg_std,ndcg_ci95_low,ndcg_ci95_high,gh_mean,gh_std,gh_ci95_low,gh_ci95_high
67,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
67,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
67,knnu mmr,20,0.694,0.0,0.694,0.694,0.152,0.0,0.152,0.152
67,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
67,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
67,svd mmr,20,0.593,0.0,0.593,0.593,0.22200000000000003,0.0,0.22200000000000003,0.22200000000000003
67,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
68,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
68,knni mmr,20,0.762,0.0,0.762,0.762,0.153,0.0,0.153,0.153
68,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
68,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
68,knnu mmr,20,0.698,0.0,0.698,0.698,0.152,0.0,0.152,0.152
68,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
68,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
68,svd mmr,20,0.594,0.0,0.594,0.594,0.22200000000000003,0.0,0.22200000000000003,0.22200000000000003
68,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
69,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
69,knni mmr,20,0.75,0.0,0.75,0.75,0.154,0.0,0.154,0.154
69,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
69,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
69,knnu mmr,20,0.707,0.0,0.707,0.707,0.152,0.0,0.152,0.152
69,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
69,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
69,svd mmr,20,0.594,0.0,0.594,0.594,0.221,0.0,0.221,0.221
69,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
70,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
70,knni mmr,20,0.75,0.0,0.75,0.75,0.153,0.0,0.153,0.153
70,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
70,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
70,knnu mmr,20,0.693,0.0,0.693,0.693,0.151,0.0,0.151,0.151
70,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
70,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
70,svd mmr,20,0.594,0.0,0.594,0.594,0.221,0.0,0.221,0.221
70,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
71,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
71,knni mmr,20,0.749,0.0,0.749,0.749,0.153,0.0,0.153,0.153
71,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
71,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
71,knnu mmr,20,0.685,0.0,0.685,0.685,0.151,0.0,0.151,0.151
71,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
71,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
71,svd mmr,20,0.594,0.0,0.594,0.594,0.221,0.0,0.221,0.221
71,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
72,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
72,knni mmr,20,0.749,0.0,0.749,0.749,0.153,0.0,0.153,0.153
72,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
72,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
72,knnu mmr,20,0.699,0.0,0.699,0.699,0.151,0.0,0.151,0.151
72,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
72,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
72,svd mmr,20,0.593,0.0,0.593,0.593,0.221,0.0,0.221,0.221
72,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
73,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
73,knni mmr,20,0.75,0.0,0.75,0.75,0.153,0.0,0.153,0.153
73,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
73,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
73,knnu mmr,20,0.694,0.0,0.694,0.694,0.151,0.0,0.151,0.151
73,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
73,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
73,svd mmr,20,0.594,0.0,0.594,0.594,0.221,0.0,0.221,0.221
73,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
74,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
74,knni mmr,20,0.753,0.0,0.753,0.753,0.153,0.0,0.153,0.153
74,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
74,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
74,knnu mmr,20,0.699,0.0,0.699,0.699,0.151,0.0,0.151,0.151
74,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
74,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
74,svd mmr,20,0.593,0.0,0.593,0.593,0.221,0.0,0.221,0.221
74,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
75,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
75,knni mmr,20,0.753,0.0,0.753,0.753,0.153,0.0,0.153,0.153
75,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
75,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
75,knnu mmr,20,0.694,0.0,0.694,0.694,0.151,0.0,0.151,0.151
75,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
75,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
75,svd mmr,20,0.593,0.0,0.593,0.593,0.221,0.0,0.221,0.221
75,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
76,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
76,knni mmr,20,0.754,0.0,0.754,0.754,0.152,0.0,0.152,0.152
76,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
76,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
76,knnu mmr,20,0.694,0.0,0.694,0.694,0.151,0.0,0.151,0.151
76,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
76,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
76,svd mmr,20,0.593,0.0,0.593,0.593,0.221,0.0,0.221,0.221
76,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
77,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
77,knni mmr,20,0.749,0.0,0.749,0.749,0.152,0.0,0.152,0.152
77,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
77,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
77,knnu mmr,20,0.694,0.0,0.694,0.694,0.151,0.0,0.151,0.151
77,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
77,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
77,svd mmr,20,0.593,0.0,0.593,0.593,0.22000000000000003,0.0,0.22000000000000003,0.22000000000000003
77,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
78,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
78,knni mmr,20,0.756,0.0,0.756,0.756,0.152,0.0,0.152,0.152
78,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
78,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
78,knnu mmr,20,0.694,0.0,0.694,0.694,0.15,0.0,0.15,0.15
78,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
78,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
78,svd mmr,20,0.594,0.0,0.594,0.594,0.221,0.0,0.221,0.221
78,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
79,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
79,knni mmr,20,0.752,0.0,0.752,0.752,0.152,0.0,0.152,0.152
79,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
79,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
79,knnu mmr,20,0.701,0.0,0.701,0.701,0.151,0.0,0.151,0.151
79,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
79,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
79,svd mmr,20,0.594,0.0,0.594,0.594,0.221,0.0,0.221,0.221
79,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
80,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
80,knni mmr,20,0.756,0.0,0.756,0.756,0.152,0.0,0.152,0.152
80,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
80,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
80,knnu mmr,20,0.701,0.0,0.701,0.701,0.151,0.0,0.151,0.151
80,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
80,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
80,svd mmr,20,0.594,0.0,0.594,0.594,0.221,0.0,0.221,0.221
80,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
81,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
81,knni mmr,20,0.756,0.0,0.756,0.756,0.152,0.0,0.152,0.152
81,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
81,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
81,knnu mmr,20,0.701,0.0,0.701,0.701,0.151,0.0,0.151,0.151
81,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
81,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
81,svd mmr,20,0.594,0.0,0.594,0.594,0.221,0.0,0.221,0.221
81,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
82,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
82,knni mmr,20,0.756,0.0,0.756,0.756,0.152,0.0,0.152,0.152
82,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
82,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
82,knnu mmr,20,0.701,0.0,0.701,0.701,0.151,0.0,0.151,0.151
82,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
82,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
82,svd mmr,20,0.594,0.0,0.594,0.594,0.221,0.0,0.221,0.221
82,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
83,knni,20,0.778,0.0,0.778,0.778,0.24100000000000002,0.0,0.24100000000000002,0.24100000000000002
83,knni mmr,20,0.756,0.0,0.756,0.756,0.152,0.0,0.152,0.152
83,knni td,20,0.713,0.0,0.713,0.713,0.23899999999999996,0.0,0.23899999999999996,0.23899999999999996
83,knnu,20,0.8379999999999999,0.0,0.8379999999999999,0.8379999999999999,0.23400000000000004,0.0,0.23400000000000004,0.23400000000000004
83,knnu mmr,20,0.701,0.0,0.701,0.701,0.151,0.0,0.151,0.151
83,knnu td,20,0.591,0.0,0.591,0.591,0.236,0.0,0.236,0.236
83,svd,20,0.8,0.0,0.8,0.8,0.242,0.0,0.242,0.242
83,svd mmr,20,0.594,0.0,0.594,0.594,0.221,0.0,0.221,0.221
83,svd td,20,0.726,0.0,0.726,0.726,0.255,0.0,0.255,0.255
