algorithm,rmse,n_pairs,mean_rating_real,mean_score_pred
svd,0.7490410894943875,683,0.6486090775988287,0.6635345325283725
svd-topic-diversification,0.7507700861939587,220,0.6954545454545454,0.708915132363414
svd-mmr-diversification,0.8403563855653261,145,0.5241379310344828,0.6722299238586408
knn_item_item,0.9538499713103311,524,0.5076335877862596,0.6984610526463141
knn_item_item-mmr-diversification,1.0246809041563425,181,0.4861878453038674,0.9622241235872596
knn_item_item-topic-diversification,1.0313240980521363,376,0.4574468085106383,0.8893545521319317
knn_user_user-mmr-diversification,1.0357097516786258,132,0.4772727272727273,0.9403896745108153
knn_user_user,1.0559406331114927,683,0.4158125915080527,0.8197136731091966
knn_user_user-topic-diversification,1.3942300075038767,589,-0.01697792869269949,0.9460096450405813
